score,content,length,Case_folded,Tokenized,Stemmed,No_Slang,No_Stop,Ready
Positif,"setelah di update denga berbagai fitur yang menarik instagram memiliki satu masalah yang sangat meresahkan saya yaitu saat mengupload video berubah menjadi reels. Seharusnya dari pihak instagram memberi pilihan untuk fitur ini apakah ingin upload di reels atau di postingan biasa sebab saat mau mengupload video di feed video tersebut malah di upload ke reels dan itu sangat menjengkelkan. Untuk pihak instagram mohon di perbaiki fitur ini, terimakasih.",453,setelah di update denga berbagai fitur yang menarik instagram memiliki satu masalah yang sangat meresahkan saya yaitu saat mengupload video berubah menjadi reels seharusnya dari pihak instagram memberi pilihan untuk fitur ini apakah ingin upload di reels atau di postingan biasa sebab saat mau mengupload video di feed video tersebut malah di upload ke reels dan itu sangat menjengkelkan untuk pihak instagram mohon di perbaiki fitur ini terimakasih,"['setelah', 'di', 'update', 'denga', 'berbagai', 'fitur', 'yang', 'menarik', 'instagram', 'memiliki', 'satu', 'masalah', 'yang', 'sangat', 'meresahkan', 'saya', 'yaitu', 'saat', 'mengupload', 'video', 'berubah', 'menjadi', 'reels', 'seharusnya', 'dari', 'pihak', 'instagram', 'memberi', 'pilihan', 'untuk', 'fitur', 'ini', 'apakah', 'ingin', 'upload', 'di', 'reels', 'atau', 'di', 'postingan', 'biasa', 'sebab', 'saat', 'mau', 'mengupload', 'video', 'di', 'feed', 'video', 'tersebut', 'malah', 'di', 'upload', 'ke', 'reels', 'dan', 'itu', 'sangat', 'menjengkelkan', 'untuk', 'pihak', 'instagram', 'mohon', 'di', 'perbaiki', 'fitur', 'ini', 'terimakasih']","['telah', 'di', 'update', 'denga', 'bagai', 'fitur', 'yang', 'tarik', 'instagram', 'milik', 'satu', 'masalah', 'yang', 'sangat', 'resah', 'saya', 'yaitu', 'saat', 'mengupload', 'video', 'ubah', 'jadi', 'reels', 'harus', 'dari', 'pihak', 'instagram', 'beri', 'pilih', 'untuk', 'fitur', 'ini', 'apakah', 'ingin', 'upload', 'di', 'reels', 'atau', 'di', 'postingan', 'biasa', 'sebab', 'saat', 'mau', 'mengupload', 'video', 'di', 'feed', 'video', 'sebut', 'bahkan', 'di', 'upload', 'ke', 'reels', 'dan', 'itu', 'sangat', 'jengkel', 'untuk', 'pihak', 'instagram', 'mohon', 'di', 'baik', 'fitur', 'ini', 'terimakasih']","['telah', 'di', 'update', 'denga', 'bagai', 'fitur', 'yang', 'tarik', 'instagram', 'milik', 'satu', 'masalah', 'yang', 'sangat', 'resah', 'saya', 'yaitu', 'saat', 'mengupload', 'video', 'ubah', 'jadi', 'reels', 'harus', 'dari', 'pihak', 'instagram', 'beri', 'pilih', 'untuk', 'fitur', 'ini', 'apakah', 'ingin', 'upload', 'di', 'reels', 'atau', 'di', 'postingan', 'biasa', 'sebab', 'saat', 'mau', 'mengupload', 'video', 'di', 'feed', 'video', 'sebut', 'bahkan', 'di', 'upload', 'ke', 'reels', 'dan', 'itu', 'sangat', 'jengkel', 'untuk', 'pihak', 'instagram', 'mohon', 'di', 'baik', 'fitur', 'ini', 'terimakasih']","['update', 'denga', 'fitur', 'tarik', 'instagram', 'milik', 'resah', 'mengupload', 'video', 'ubah', 'reels', 'instagram', 'pilih', 'fitur', 'upload', 'reels', 'postingan', 'mengupload', 'video', 'feed', 'video', 'upload', 'reels', 'jengkel', 'instagram', 'mohon', 'fitur', 'terimakasih']",update denga fitur tarik instagram milik resah mengupload video ubah reels instagram pilih fitur upload reels postingan mengupload video feed video upload reels jengkel instagram mohon fitur terimakasih
Positif,"Bagus.. Seneng banget pakainya. Semoga errornya diperbaiki ,🙏🏻☺️ semoga koleksi lagunya tambah, semoga makin tambah mudah edit video reels, semoga makin tambah fiturnya edit foto",178,bagus seneng banget pakainya semoga errornya diperbaiki semoga koleksi lagunya tambah semoga makin tambah mudah edit video reels semoga makin tambah fiturnya edit foto,"['bagus', 'seneng', 'banget', 'pakainya', 'semoga', 'errornya', 'diperbaiki', 'semoga', 'koleksi', 'lagunya', 'tambah', 'semoga', 'makin', 'tambah', 'mudah', 'edit', 'video', 'reels', 'semoga', 'makin', 'tambah', 'fiturnya', 'edit', 'foto']","['bagus', 'neng', 'banget', 'pakai', 'moga', 'errornya', 'baik', 'moga', 'koleksi', 'lagu', 'tambah', 'moga', 'makin', 'tambah', 'mudah', 'edit', 'video', 'reels', 'moga', 'makin', 'tambah', 'fiturnya', 'edit', 'foto']","['bagus', 'neng', 'banget', 'pakai', 'moga', 'errornya', 'baik', 'moga', 'koleksi', 'lagu', 'tambah', 'moga', 'makin', 'tambah', 'mudah', 'edit', 'video', 'reels', 'moga', 'makin', 'tambah', 'fiturnya', 'edit', 'foto']","['bagus', 'neng', 'banget', 'pakai', 'moga', 'errornya', 'moga', 'koleksi', 'lagu', 'moga', 'mudah', 'edit', 'video', 'reels', 'moga', 'fiturnya', 'edit', 'foto']",bagus neng banget pakai moga errornya moga koleksi lagu moga mudah edit video reels moga fiturnya edit foto
Positif,"Instagram, ada yg harus diperbaiki. Ketika saya nonton short video dan video instastory, videonya tiba2 selalu stuck tapi soundnya masih tetap menyala. Sangat menggangu sekali.",176,instagram ada yg harus diperbaiki ketika saya nonton short video dan video instastory videonya tiba selalu stuck tapi soundnya masih tetap menyala sangat menggangu sekali,"['instagram', 'ada', 'yg', 'harus', 'diperbaiki', 'ketika', 'saya', 'nonton', 'short', 'video', 'dan', 'video', 'instastory', 'videonya', 'tiba', 'selalu', 'stuck', 'tapi', 'soundnya', 'masih', 'tetap', 'menyala', 'sangat', 'menggangu', 'sekali']","['instagram', 'ada', 'yang', 'harus', 'baik', 'ketika', 'saya', 'nonton', 'short', 'video', 'dan', 'video', 'instastory', 'video', 'tiba', 'selalu', 'stuck', 'tapi', 'soundnya', 'masih', 'tetap', 'nyala', 'sangat', 'menggangu', 'sekali']","['instagram', 'ada', 'yang', 'harus', 'baik', 'ketika', 'saya', 'nonton', 'short', 'video', 'dan', 'video', 'instastory', 'video', 'tiba', 'selalu', 'stuck', 'tapi', 'soundnya', 'masih', 'tetap', 'nyala', 'sangat', 'menggangu', 'sekali']","['instagram', 'nonton', 'short', 'video', 'video', 'instastory', 'video', 'stuck', 'soundnya', 'nyala', 'menggangu']",instagram nonton short video video instastory video stuck soundnya nyala menggangu
Positif,"Bagus, tapi boleh kasih saran nggak? Untuk feed reels kalau bisa dipisah kolomnya, jadi paling kiri untuk foto aja, tengah khusus buat reels, terus kalau ada igtv ya sendiri, kayanya lebih enak gitu daripada reels udah ada sendiri tapi masih muncul juga di feeds, ini saran aja si",280,bagus tapi boleh kasih saran nggak untuk feed reels kalau bisa dipisah kolomnya jadi paling kiri untuk foto aja tengah khusus buat reels terus kalau ada igtv ya sendiri kayanya lebih enak gitu daripada reels udah ada sendiri tapi masih muncul juga di feeds ini saran aja si,"['bagus', 'tapi', 'boleh', 'kasih', 'saran', 'nggak', 'untuk', 'feed', 'reels', 'kalau', 'bisa', 'dipisah', 'kolomnya', 'jadi', 'paling', 'kiri', 'untuk', 'foto', 'aja', 'tengah', 'khusus', 'buat', 'reels', 'terus', 'kalau', 'ada', 'igtv', 'ya', 'sendiri', 'kayanya', 'lebih', 'enak', 'gitu', 'daripada', 'reels', 'udah', 'ada', 'sendiri', 'tapi', 'masih', 'muncul', 'juga', 'di', 'feeds', 'ini', 'saran', 'aja', 'si']","['bagus', 'tapi', 'boleh', 'kasih', 'saran', 'tidak', 'untuk', 'feed', 'reels', 'kalau', 'bisa', 'pisah', 'kolom', 'jadi', 'paling', 'kiri', 'untuk', 'foto', 'saja', 'tengah', 'khusus', 'buat', 'reels', 'terus', 'kalau', 'ada', 'igtv', 'iya', 'sendiri', 'kaya', 'lebih', 'enak', 'gitu', 'daripada', 'reels', 'sudah', 'ada', 'sendiri', 'tapi', 'masih', 'muncul', 'juga', 'di', 'feeds', 'ini', 'saran', 'saja', 'si']","['bagus', 'tapi', 'boleh', 'kasih', 'saran', 'tidak', 'untuk', 'feed', 'reels', 'kalau', 'bisa', 'pisah', 'kolom', 'jadi', 'paling', 'kiri', 'untuk', 'foto', 'saja', 'tengah', 'khusus', 'buat', 'reels', 'terus', 'kalau', 'ada', 'igtv', 'iya', 'sendiri', 'kaya', 'lebih', 'enak', 'gitu', 'daripada', 'reels', 'sudah', 'ada', 'sendiri', 'tapi', 'masih', 'muncul', 'juga', 'di', 'feeds', 'ini', 'saran', 'saja', 'si']","['bagus', 'kasih', 'saran', 'feed', 'reels', 'pisah', 'kolom', 'kiri', 'foto', 'khusus', 'reels', 'igtv', 'iya', 'kaya', 'enak', 'gitu', 'reels', 'muncul', 'feeds', 'saran', 'si']",bagus kasih saran feed reels pisah kolom kiri foto khusus reels igtv iya kaya enak gitu reels muncul feeds saran si
Positif,"Setiap menyimpan reels atau apalah yg berhubungan sama musik, musiknya ga pernah ada. Cuma vidio aja. Gimana ni? Padahal selalu di update. Mengecewakan",151,setiap menyimpan reels atau apalah yg berhubungan sama musik musiknya ga pernah ada cuma vidio aja gimana ni padahal selalu di update mengecewakan,"['setiap', 'menyimpan', 'reels', 'atau', 'apalah', 'yg', 'berhubungan', 'sama', 'musik', 'musiknya', 'ga', 'pernah', 'ada', 'cuma', 'vidio', 'aja', 'gimana', 'ni', 'padahal', 'selalu', 'di', 'update', 'mengecewakan']","['tiap', 'simpan', 'reels', 'atau', 'apa', 'yang', 'hubung', 'sama', 'musik', 'musik', 'ga', 'pernah', 'ada', 'cuma', 'vidio', 'saja', 'bagaimana', 'ini', 'padahal', 'selalu', 'di', 'update', 'kecewa']","['tiap', 'simpan', 'reels', 'atau', 'apa', 'yang', 'hubung', 'sama', 'musik', 'musik', 'ga', 'pernah', 'ada', 'cuma', 'vidio', 'saja', 'bagaimana', 'ini', 'padahal', 'selalu', 'di', 'update', 'kecewa']","['simpan', 'reels', 'hubung', 'musik', 'musik', 'ga', 'vidio', 'update', 'kecewa']",simpan reels hubung musik musik ga vidio update kecewa
Positif,"Tolong Refresh Halaman nya jgn otomatis, saya sering dpt postingan menarik dan saat saya klik komentar dimana hanya ingin melihat isi komentar nya dan keluar, tiba-tiba halaman nya ke refresh, jadinya postingan tersebut hilang dan tidak sempat di simpan, kadang juga dapat iklan menarik dan belum di simpan udah ke refresh duluan",329,tolong refresh halaman nya jgn otomatis saya sering dpt postingan menarik dan saat saya klik komentar dimana hanya ingin melihat isi komentar nya dan keluar tiba tiba halaman nya ke refresh jadinya postingan tersebut hilang dan tidak sempat di simpan kadang juga dapat iklan menarik dan belum di simpan udah ke refresh duluan,"['tolong', 'refresh', 'halaman', 'nya', 'jgn', 'otomatis', 'saya', 'sering', 'dpt', 'postingan', 'menarik', 'dan', 'saat', 'saya', 'klik', 'komentar', 'dimana', 'hanya', 'ingin', 'melihat', 'isi', 'komentar', 'nya', 'dan', 'keluar', 'tiba', 'tiba', 'halaman', 'nya', 'ke', 'refresh', 'jadinya', 'postingan', 'tersebut', 'hilang', 'dan', 'tidak', 'sempat', 'di', 'simpan', 'kadang', 'juga', 'dapat', 'iklan', 'menarik', 'dan', 'belum', 'di', 'simpan', 'udah', 'ke', 'refresh', 'duluan']","['tolong', 'refresh', 'halaman', 'nya', 'jangan', 'otomatis', 'saya', 'sering', 'dapat', 'postingan', 'tarik', 'dan', 'saat', 'saya', 'klik', 'komentar', 'mana', 'hanya', 'ingin', 'lihat', 'isi', 'komentar', 'nya', 'dan', 'keluar', 'tiba', 'tiba', 'halaman', 'nya', 'ke', 'refresh', 'jadi', 'postingan', 'sebut', 'hilang', 'dan', 'tidak', 'sempat', 'di', 'simpan', 'kadang', 'juga', 'dapat', 'iklan', 'tarik', 'dan', 'belum', 'di', 'simpan', 'sudah', 'ke', 'refresh', 'duluan']","['tolong', 'refresh', 'halaman', 'nya', 'jangan', 'otomatis', 'saya', 'sering', 'dapat', 'postingan', 'tarik', 'dan', 'saat', 'saya', 'klik', 'komentar', 'mana', 'hanya', 'ingin', 'lihat', 'isi', 'komentar', 'nya', 'dan', 'keluar', 'tiba', 'tiba', 'halaman', 'nya', 'ke', 'refresh', 'jadi', 'postingan', 'sebut', 'hilang', 'dan', 'tidak', 'sempat', 'di', 'simpan', 'kadang', 'juga', 'dapat', 'iklan', 'tarik', 'dan', 'belum', 'di', 'simpan', 'sudah', 'ke', 'refresh', 'duluan']","['tolong', 'refresh', 'halaman', 'nya', 'otomatis', 'postingan', 'tarik', 'klik', 'komentar', 'lihat', 'isi', 'komentar', 'nya', 'halaman', 'nya', 'refresh', 'postingan', 'hilang', 'simpan', 'kadang', 'iklan', 'tarik', 'simpan', 'refresh', 'duluan']",tolong refresh halaman nya otomatis postingan tarik klik komentar lihat isi komentar nya halaman nya refresh postingan hilang simpan kadang iklan tarik simpan refresh duluan
Positif,Akhirnya aku bisa lihat beranda orang yang aku follow secara normal!!! Harusnya gitu donk dari dulu. 🤭 tapi ga aku kasih 5 bintang karena masih banyak iklan yg ga bisa di skip atau aku singkirin. Bukanya aku anti iklan. Tapi lihat deh youtube. Ga sekebangetan itu aku lihat iklannya sampai ga bisa aku skip.,307,akhirnya aku bisa lihat beranda orang yang aku follow secara normal harusnya gitu donk dari dulu tapi ga aku kasih bintang karena masih banyak iklan yg ga bisa di skip atau aku singkirin bukanya aku anti iklan tapi lihat deh youtube ga sekebangetan itu aku lihat iklannya sampai ga bisa aku skip,"['akhirnya', 'aku', 'bisa', 'lihat', 'beranda', 'orang', 'yang', 'aku', 'follow', 'secara', 'normal', 'harusnya', 'gitu', 'donk', 'dari', 'dulu', 'tapi', 'ga', 'aku', 'kasih', 'bintang', 'karena', 'masih', 'banyak', 'iklan', 'yg', 'ga', 'bisa', 'di', 'skip', 'atau', 'aku', 'singkirin', 'bukanya', 'aku', 'anti', 'iklan', 'tapi', 'lihat', 'deh', 'youtube', 'ga', 'sekebangetan', 'itu', 'aku', 'lihat', 'iklannya', 'sampai', 'ga', 'bisa', 'aku', 'skip']","['akhir', 'aku', 'bisa', 'lihat', 'beranda', 'orang', 'yang', 'aku', 'follow', 'cara', 'normal', 'harus', 'gitu', 'donk', 'dari', 'dulu', 'tapi', 'ga', 'aku', 'kasih', 'bintang', 'karena', 'masih', 'banyak', 'iklan', 'yang', 'ga', 'bisa', 'di', 'skip', 'atau', 'aku', 'singkirin', 'buka', 'aku', 'anti', 'iklan', 'tapi', 'lihat', 'deh', 'youtube', 'ga', 'banget', 'itu', 'aku', 'lihat', 'iklan', 'sampai', 'ga', 'bisa', 'aku', 'skip']","['akhir', 'aku', 'bisa', 'lihat', 'beranda', 'orang', 'yang', 'aku', 'follow', 'cara', 'normal', 'harus', 'gitu', 'donk', 'dari', 'dulu', 'tapi', 'ga', 'aku', 'kasih', 'bintang', 'karena', 'masih', 'banyak', 'iklan', 'yang', 'ga', 'bisa', 'di', 'skip', 'atau', 'aku', 'singkirin', 'buka', 'aku', 'anti', 'iklan', 'tapi', 'lihat', 'deh', 'youtube', 'ga', 'banget', 'itu', 'aku', 'lihat', 'iklan', 'sampai', 'ga', 'bisa', 'aku', 'skip']","['lihat', 'beranda', 'orang', 'follow', 'normal', 'gitu', 'donk', 'ga', 'kasih', 'bintang', 'iklan', 'ga', 'skip', 'singkirin', 'buka', 'anti', 'iklan', 'lihat', 'deh', 'youtube', 'ga', 'banget', 'lihat', 'iklan', 'ga', 'skip']",lihat beranda orang follow normal gitu donk ga kasih bintang iklan ga skip singkirin buka anti iklan lihat deh youtube ga banget lihat iklan ga skip
Positif,"Aplikasi nya bagus kalii kita bisa poto dengan sebanyak mungkin dan kita juga bisa pakai filter yg cantik ituuu . Saya kasi bintang 5 karna apk nya baguss bangueeettttt saya suka , saya makasih kali sma yg buat aplikasi Instagram ini.",234,aplikasi nya bagus kalii kita bisa poto dengan sebanyak mungkin dan kita juga bisa pakai filter yg cantik ituuu saya kasi bintang karna apk nya baguss bangueeettttt saya suka saya makasih kali sma yg buat aplikasi instagram ini,"['aplikasi', 'nya', 'bagus', 'kalii', 'kita', 'bisa', 'poto', 'dengan', 'sebanyak', 'mungkin', 'dan', 'kita', 'juga', 'bisa', 'pakai', 'filter', 'yg', 'cantik', 'ituuu', 'saya', 'kasi', 'bintang', 'karna', 'apk', 'nya', 'baguss', 'bangueeettttt', 'saya', 'suka', 'saya', 'makasih', 'kali', 'sma', 'yg', 'buat', 'aplikasi', 'instagram', 'ini']","['aplikasi', 'nya', 'bagus', 'kali', 'kita', 'bisa', 'poto', 'dengan', 'banyak', 'mungkin', 'dan', 'kita', 'juga', 'bisa', 'pakai', 'filter', 'yang', 'cantik', 'ituuu', 'saya', 'kasi', 'bintang', 'karena', 'apk', 'nya', 'baguss', 'bangueeettttt', 'saya', 'suka', 'saya', 'terima kasih', 'kali', 'sama', 'yang', 'buat', 'aplikasi', 'instagram', 'ini']","['aplikasi', 'nya', 'bagus', 'kali', 'kita', 'bisa', 'poto', 'dengan', 'banyak', 'mungkin', 'dan', 'kita', 'juga', 'bisa', 'pakai', 'filter', 'yang', 'cantik', 'ituuu', 'saya', 'kasi', 'bintang', 'karena', 'apk', 'nya', 'baguss', 'bangueeettttt', 'saya', 'suka', 'saya', 'terima kasih', 'kali', 'sama', 'yang', 'buat', 'aplikasi', 'instagram', 'ini']","['aplikasi', 'nya', 'bagus', 'kali', 'poto', 'pakai', 'filter', 'cantik', 'ituuu', 'kasi', 'bintang', 'apk', 'nya', 'baguss', 'bangueeettttt', 'suka', 'terima kasih', 'kali', 'aplikasi', 'instagram']",aplikasi nya bagus kali poto pakai filter cantik ituuu kasi bintang apk nya baguss bangueeettttt suka terima kasih kali aplikasi instagram
Positif,"ig sekarang suka eror,filter2 banyak ilang,udah direfresh berkali kali ga muncul,gatau dahh,kadang muncul sendiri ntu filter,kesel njir,fitur bbrp tangkapan juga ga adaa lagii,padahal baguss ih:((,seenggak nya adain fitur timer lah buat foto..,trs buat musik kenapa ga 30 detik aja:((",284,ig sekarang suka eror filter banyak ilang udah direfresh berkali kali ga muncul gatau dahh kadang muncul sendiri ntu filter kesel njir fitur bbrp tangkapan juga ga adaa lagii padahal baguss ih seenggak nya adain fitur timer lah buat foto trs buat musik kenapa ga detik aja,"['ig', 'sekarang', 'suka', 'eror', 'filter', 'banyak', 'ilang', 'udah', 'direfresh', 'berkali', 'kali', 'ga', 'muncul', 'gatau', 'dahh', 'kadang', 'muncul', 'sendiri', 'ntu', 'filter', 'kesel', 'njir', 'fitur', 'bbrp', 'tangkapan', 'juga', 'ga', 'adaa', 'lagii', 'padahal', 'baguss', 'ih', 'seenggak', 'nya', 'adain', 'fitur', 'timer', 'lah', 'buat', 'foto', 'trs', 'buat', 'musik', 'kenapa', 'ga', 'detik', 'aja']","['ig', 'sekarang', 'suka', 'eror', 'filter', 'banyak', 'hilang', 'sudah', 'direfresh', 'kali', 'kali', 'ga', 'muncul', 'gatau', 'dahh', 'kadang', 'muncul', 'sendiri', 'ntu', 'filter', 'kesel', 'njir', 'fitur', 'bbrp', 'tangkap', 'juga', 'ga', 'adaa', 'lagi', 'padahal', 'baguss', 'ih', 'tidak', 'nya', 'adain', 'fitur', 'timer', 'lah', 'buat', 'foto', 'terus', 'buat', 'musik', 'kenapa', 'ga', 'detik', 'saja']","['ig', 'sekarang', 'suka', 'eror', 'filter', 'banyak', 'hilang', 'sudah', 'direfresh', 'kali', 'kali', 'ga', 'muncul', 'gatau', 'dahh', 'kadang', 'muncul', 'sendiri', 'ntu', 'filter', 'kesel', 'njir', 'fitur', 'bbrp', 'tangkap', 'juga', 'ga', 'adaa', 'lagi', 'padahal', 'baguss', 'ih', 'tidak', 'nya', 'adain', 'fitur', 'timer', 'lah', 'buat', 'foto', 'terus', 'buat', 'musik', 'kenapa', 'ga', 'detik', 'saja']","['ig', 'suka', 'eror', 'filter', 'hilang', 'direfresh', 'kali', 'kali', 'ga', 'muncul', 'gatau', 'dahh', 'kadang', 'muncul', 'ntu', 'filter', 'kesel', 'njir', 'fitur', 'bbrp', 'tangkap', 'ga', 'adaa', 'baguss', 'ih', 'nya', 'adain', 'fitur', 'timer', 'foto', 'musik', 'ga', 'detik']",ig suka eror filter hilang direfresh kali kali ga muncul gatau dahh kadang muncul ntu filter kesel njir fitur bbrp tangkap ga adaa baguss ih nya adain fitur timer foto musik ga detik
Positif,"Ig yang asli jujur lebih bagus dari pada ig lite,karena di ig lite itu gak ada pilihan efeknya,jdinya jelek banget klo mau foto tpi gak pake efek,jujur banget sih yah apk yang ini bagus banget dan berguna banget klo mau foto pap🙃jadi..kyknya aku gak bakalan hapus deh apk yang satu ini😆💗",287,ig yang asli jujur lebih bagus dari pada ig lite karena di ig lite itu gak ada pilihan efeknya jdinya jelek banget klo mau foto tpi gak pake efek jujur banget sih yah apk yang ini bagus banget dan berguna banget klo mau foto pap jadi kyknya aku gak bakalan hapus deh apk yang satu ini,"['ig', 'yang', 'asli', 'jujur', 'lebih', 'bagus', 'dari', 'pada', 'ig', 'lite', 'karena', 'di', 'ig', 'lite', 'itu', 'gak', 'ada', 'pilihan', 'efeknya', 'jdinya', 'jelek', 'banget', 'klo', 'mau', 'foto', 'tpi', 'gak', 'pake', 'efek', 'jujur', 'banget', 'sih', 'yah', 'apk', 'yang', 'ini', 'bagus', 'banget', 'dan', 'berguna', 'banget', 'klo', 'mau', 'foto', 'pap', 'jadi', 'kyknya', 'aku', 'gak', 'bakalan', 'hapus', 'deh', 'apk', 'yang', 'satu', 'ini']","['ig', 'yang', 'asli', 'jujur', 'lebih', 'bagus', 'dari', 'pada', 'ig', 'lite', 'karena', 'di', 'ig', 'lite', 'itu', 'gak', 'ada', 'pilih', 'efek', 'jdinya', 'jelek', 'banget', 'kalau', 'mau', 'foto', 'tapi', 'gak', 'pakai', 'efek', 'jujur', 'banget', 'sih', 'yah', 'apk', 'yang', 'ini', 'bagus', 'banget', 'dan', 'guna', 'banget', 'kalau', 'mau', 'foto', 'pap', 'jadi', 'kyknya', 'aku', 'gak', 'bakal', 'hapus', 'deh', 'apk', 'yang', 'satu', 'ini']","['ig', 'yang', 'asli', 'jujur', 'lebih', 'bagus', 'dari', 'pada', 'ig', 'lite', 'karena', 'di', 'ig', 'lite', 'itu', 'gak', 'ada', 'pilih', 'efek', 'jdinya', 'jelek', 'banget', 'kalau', 'mau', 'foto', 'tapi', 'gak', 'pakai', 'efek', 'jujur', 'banget', 'sih', 'yah', 'apk', 'yang', 'ini', 'bagus', 'banget', 'dan', 'guna', 'banget', 'kalau', 'mau', 'foto', 'pap', 'jadi', 'kyknya', 'aku', 'gak', 'bakal', 'hapus', 'deh', 'apk', 'yang', 'satu', 'ini']","['ig', 'asli', 'jujur', 'bagus', 'ig', 'lite', 'ig', 'lite', 'gak', 'pilih', 'efek', 'jdinya', 'jelek', 'banget', 'foto', 'gak', 'pakai', 'efek', 'jujur', 'banget', 'sih', 'yah', 'apk', 'bagus', 'banget', 'banget', 'foto', 'pap', 'kyknya', 'gak', 'hapus', 'deh', 'apk']",ig asli jujur bagus ig lite ig lite gak pilih efek jdinya jelek banget foto gak pakai efek jujur banget sih yah apk bagus banget banget foto pap kyknya gak hapus deh apk
Positif,"Sekarang udah mulai bagus aplikasi nya, cuma agak ada bug pas bagian saya mau lihat siapa yang liat story saya tapi kok gak bisa udah di ulang kali coba lihat lagi juga gak bisa tolong diperbaiki lagi ini udah dari kemaren bug nya",230,sekarang udah mulai bagus aplikasi nya cuma agak ada bug pas bagian saya mau lihat siapa yang liat story saya tapi kok gak bisa udah di ulang kali coba lihat lagi juga gak bisa tolong diperbaiki lagi ini udah dari kemaren bug nya,"['sekarang', 'udah', 'mulai', 'bagus', 'aplikasi', 'nya', 'cuma', 'agak', 'ada', 'bug', 'pas', 'bagian', 'saya', 'mau', 'lihat', 'siapa', 'yang', 'liat', 'story', 'saya', 'tapi', 'kok', 'gak', 'bisa', 'udah', 'di', 'ulang', 'kali', 'coba', 'lihat', 'lagi', 'juga', 'gak', 'bisa', 'tolong', 'diperbaiki', 'lagi', 'ini', 'udah', 'dari', 'kemaren', 'bug', 'nya']","['sekarang', 'sudah', 'mulai', 'bagus', 'aplikasi', 'nya', 'cuma', 'agak', 'ada', 'bug', 'pas', 'bagi', 'saya', 'mau', 'lihat', 'siapa', 'yang', 'lihat', 'story', 'saya', 'tapi', 'kok', 'gak', 'bisa', 'sudah', 'di', 'ulang', 'kali', 'coba', 'lihat', 'lagi', 'juga', 'gak', 'bisa', 'tolong', 'baik', 'lagi', 'ini', 'sudah', 'dari', 'kemarin', 'bug', 'nya']","['sekarang', 'sudah', 'mulai', 'bagus', 'aplikasi', 'nya', 'cuma', 'agak', 'ada', 'bug', 'pas', 'bagi', 'saya', 'mau', 'lihat', 'siapa', 'yang', 'lihat', 'story', 'saya', 'tapi', 'kok', 'gak', 'bisa', 'sudah', 'di', 'ulang', 'kali', 'coba', 'lihat', 'lagi', 'juga', 'gak', 'bisa', 'tolong', 'baik', 'lagi', 'ini', 'sudah', 'dari', 'kemarin', 'bug', 'nya']","['bagus', 'aplikasi', 'nya', 'bug', 'pas', 'lihat', 'lihat', 'story', 'gak', 'ulang', 'kali', 'coba', 'lihat', 'gak', 'tolong', 'kemarin', 'bug', 'nya']",bagus aplikasi nya bug pas lihat lihat story gak ulang kali coba lihat gak tolong kemarin bug nya
Positif,"Kenapa story saya tidak bisa terkirim semua ya, misalkan story saya panjang 2-3 video yg terkirim hanya satu, dan itupun kalo di download juga gak bisa, muncul kata ""kesalahan"",, padahal sudah di update ke versi terbaru. Mohon bantuannya, terimakasih.",251,kenapa story saya tidak bisa terkirim semua ya misalkan story saya panjang video yg terkirim hanya satu dan itupun kalo di download juga gak bisa muncul kata kesalahan padahal sudah di update ke versi terbaru mohon bantuannya terimakasih,"['kenapa', 'story', 'saya', 'tidak', 'bisa', 'terkirim', 'semua', 'ya', 'misalkan', 'story', 'saya', 'panjang', 'video', 'yg', 'terkirim', 'hanya', 'satu', 'dan', 'itupun', 'kalo', 'di', 'download', 'juga', 'gak', 'bisa', 'muncul', 'kata', 'kesalahan', 'padahal', 'sudah', 'di', 'update', 'ke', 'versi', 'terbaru', 'mohon', 'bantuannya', 'terimakasih']","['kenapa', 'story', 'saya', 'tidak', 'bisa', 'kirim', 'semua', 'iya', 'misal', 'story', 'saya', 'panjang', 'video', 'yang', 'kirim', 'hanya', 'satu', 'dan', 'itu', 'kalau', 'di', 'download', 'juga', 'gak', 'bisa', 'muncul', 'kata', 'salah', 'padahal', 'sudah', 'di', 'update', 'ke', 'versi', 'baru', 'mohon', 'bantu', 'terimakasih']","['kenapa', 'story', 'saya', 'tidak', 'bisa', 'kirim', 'semua', 'iya', 'misal', 'story', 'saya', 'panjang', 'video', 'yang', 'kirim', 'hanya', 'satu', 'dan', 'itu', 'kalau', 'di', 'download', 'juga', 'gak', 'bisa', 'muncul', 'kata', 'salah', 'padahal', 'sudah', 'di', 'update', 'ke', 'versi', 'baru', 'mohon', 'bantu', 'terimakasih']","['story', 'kirim', 'iya', 'story', 'video', 'kirim', 'download', 'gak', 'muncul', 'salah', 'update', 'versi', 'mohon', 'bantu', 'terimakasih']",story kirim iya story video kirim download gak muncul salah update versi mohon bantu terimakasih
